in_rootz,in_rooty,in_thigh_joint,in_leg_joint,in_foot_joint,in_thigh_left_joint,in_leg_left_joint,in_foot_left_joint,in_rootx_vel,in_rootz_vel,in_rooty_angvel,in_thigh_joint_angvel,in_leg_joint_angvel,in_foot_joint_angvel,in_thigh_left_joint_angvel,in_leg_left_joint_angvel,in_foot_left_joint_angvel,thigh_joint,leg_joint,foot_joint,thigh_left_joint,leg_left_joint,foot_left_joint,out_rootz,out_rooty,out_thigh_joint,out_leg_joint,out_foot_joint,out_thigh_left_joint,out_leg_left_joint,out_foot_left_joint,out_rootx_vel,out_rootz_vel,out_rooty_angvel,out_thigh_joint_angvel,out_leg_joint_angvel,out_foot_joint_angvel,out_thigh_left_joint_angvel,out_leg_left_joint_angvel,out_foot_left_joint_angvel
1.2503827378376273,-0.0012782838595706424,-0.0032328238967545006,0.0001926708189899807,-0.0015395006004027588,0.003958742007686008,0.003851914145352002,-0.0011990593389401916,-0.003161368968126277,-0.0005418371398463358,0.0035613289249992472,-0.001903515937698651,-0.0034341751733513717,0.0007696804183609561,0.0018344536879665698,0.0001606005432134381,-0.00030709544929706425,-0.7334684729576111,0.9519520998001099,-0.3421013355255127,-0.4541163742542267,0.46175041794776917,-0.7721685171127319,1.2508565857804017,-0.023441202376457027,-0.029513874083226886,0.0028238994909882066,-0.021036508306799,-0.021162218659150432,0.005054111839559858,-0.04121930830823074,-0.6016119482847115,0.10818232036727163,-5.5016867851072355,-6.424991674867743,0.485264989945699,-4.809753176349231,-6.190111885033067,0.2617444180825766,-10.0
1.2508565857804017,-0.023441202376457027,-0.029513874083226886,0.0028238994909882066,-0.021036508306799,-0.021162218659150432,0.005054111839559858,-0.04121930830823074,-0.6016119482847115,0.10818232036727163,-5.5016867851072355,-6.424991674867743,0.485264989945699,-4.809753176349231,-6.190111885033067,0.2617444180825766,-10.0,0.3605014681816101,0.16846609115600586,0.3465201258659363,0.17089222371578217,0.9561367034912109,0.6778807044029236,1.2505798245332653,-0.05728910705060025,-0.06670769099099512,0.00044235514343903383,-0.036905343047593624,-0.059422142212926,0.006699621534558958,-0.08476119860205658,-0.3283835360528586,-0.1695888923500337,-2.9685763197767696,-2.891689647631305,-1.0746325926226108,0.8389906621988057,-3.4036752456940524,0.15665412052323438,-0.878866502197015
1.2505798245332653,-0.05728910705060025,-0.06670769099099512,0.00044235514343903383,-0.036905343047593624,-0.059422142212926,0.006699621534558958,-0.08476119860205658,-0.3283835360528586,-0.1695888923500337,-2.9685763197767696,-2.891689647631305,-1.0746325926226108,0.8389906621988057,-3.4036752456940524,0.15665412052323438,-0.878866502197015,0.9184281229972839,0.3110834062099457,0.09698095917701721,0.918796181678772,-0.6891528964042664,0.41340675950050354,1.2488893462245263,-0.035215147040857625,-0.02358949895848271,-0.03142883987104067,-0.02107626582771088,-0.0074161699948615024,-0.044801064815334454,-0.053332910204891434,0.09374101041738721,-0.3027429174162728,8.449040901923158,10.0,-6.86006435150708,3.0980637693765414,10.0,-10.0,8.40862907711869
1.2488893462245263,-0.035215147040857625,-0.02358949895848271,-0.03142883987104067,-0.02107626582771088,-0.0074161699948615024,-0.044801064815334454,-0.053332910204891434,0.09374101041738721,-0.3027429174162728,8.449040901923158,10.0,-6.86006435150708,3.0980637693765414,10.0,-10.0,8.40862907711869,-0.33935678005218506,-0.14058496057987213,0.22789107263088226,0.48277756571769714,0.031145432963967323,-0.576255738735199,1.2459127745292822,0.008269551658807781,0.052544663102472355,-0.07811438482733654,0.013311592902322063,0.08384792490434934,-0.12449383320064306,-0.025152047067983584,-0.2003283423235297,-0.40281124882984753,2.6773030902556982,5.770431731137283,-4.896229998832032,5.491326236968803,6.930746983424263,-7.2497824870323875,-1.080625458649525
1.2459127745292822,0.008269551658807781,0.052544663102472355,-0.07811438482733654,0.013311592902322063,0.08384792490434934,-0.12449383320064306,-0.025152047067983584,-0.2003283423235297,-0.40281124882984753,2.6773030902556982,5.770431731137283,-4.896229998832032,5.491326236968803,6.930746983424263,-7.2497824870323875,-1.080625458649525,-0.48891517519950867,0.7334185838699341,0.5031169056892395,-0.21479432284832,-0.2972334027290344,-0.8832886219024658,1.2428382084104548,0.010711259766974558,0.0618956457521173,-0.08830217551515392,0.07243763616067177,0.11128351038477542,-0.17007007179164768,-0.08129696470802852,-0.31060841733254724,-0.3592276819427322,-2.02618083086701,-3.3724206732614594,2.3569278602363974,9.288583777891768,0.011575512749689265,-4.156028055709846,-10.0
1.2428382084104548,0.010711259766974558,0.0618956457521173,-0.08830217551515392,0.07243763616067177,0.11128351038477542,-0.17007007179164768,-0.08129696470802852,-0.31060841733254724,-0.3592276819427322,-2.02618083086701,-3.3724206732614594,2.3569278602363974,9.288583777891768,0.011575512749689265,-4.156028055709846,-10.0,-0.5474833846092224,-0.4999178946018219,0.558329164981842,0.891785740852356,0.6270619034767151,-0.783513605594635,1.2400452710111765,-0.005742193324290708,0.03882716789413043,-0.07960513891531873,0.17507398276915637,0.10476517331554777,-0.18906484881580984,-0.17813102700873856,-0.30283722293065124,-0.3255067159406966,-1.9920256587013823,-2.2883285392362382,-0.1251900650381762,10.0,-1.4331302249279592,-1.0756172577548524,-8.11506696892334
1.2400452710111765,-0.005742193324290708,0.03882716789413043,-0.07960513891531873,0.17507398276915637,0.10476517331554777,-0.18906484881580984,-0.17813102700873856,-0.30283722293065124,-0.3255067159406966,-1.9920256587013823,-2.2883285392362382,-0.1251900650381762,10.0,-1.4331302249279592,-1.0756172577548524,-8.11506696892334,0.7402333617210388,0.2145894318819046,0.03868575021624565,0.4117177724838257,0.19816844165325165,-0.03102768585085869,1.2373493210600348,-0.018707691378406992,0.024516085372045724,-0.08074279639117299,0.3049520462289593,0.09179672907108699,-0.19136465383765114,-0.21285449936015766,-0.16054171116180777,-0.3488512383342468,-1.2492167017896314,-1.3497807845351288,-0.03741808175325509,10.0,-1.7417637793276648,0.38518650852805797,-1.2392721434003147
1.2373493210600348,-0.018707691378406992,0.024516085372045724,-0.08074279639117299,0.3049520462289593,0.09179672907108699,-0.19136465383765114,-0.21285449936015766,-0.16054171116180777,-0.3488512383342468,-1.2492167017896314,-1.3497807845351288,-0.03741808175325509,10.0,-1.7417637793276648,0.38518650852805797,-1.2392721434003147,0.5531792640686035,0.9233080744743347,0.12788593769073486,-0.39848753809928894,-0.24694855511188507,-0.5613522529602051,1.2347781189284657,-0.027899652570229073,0.005718428999818522,-0.06069086186146406,0.4330357212444458,0.07593818087519887,-0.18529505872059993,-0.20946802741225487,0.024507685278135183,-0.29706199774610426,-1.0459681322821905,-3.343959397194863,5.069744505543105,10.0,-2.2169152384415387,1.145248694280777,1.7265672542701984
1.2347781189284657,-0.027899652570229073,0.005718428999818522,-0.06069086186146406,0.4330357212444458,0.07593818087519887,-0.18529505872059993,-0.20946802741225487,0.024507685278135183,-0.29706199774610426,-1.0459681322821905,-3.343959397194863,5.069744505543105,10.0,-2.2169152384415387,1.145248694280777,1.7265672542701984,-0.3859803378582001,0.05714662745594978,0.4421224296092987,0.15081223845481873,0.4192652702331543,0.6402767896652222,1.2314010529161994,-0.04399488348241301,-0.034279279940034504,-0.01014138573527729,0.5815738535622215,0.044893294001448716,-0.17116143975102954,-0.15894030315041233,0.05555541469753962,-0.5521644368407785,-2.9668795133854347,-6.644149791162667,7.64398289684697,10.0,-5.541035959140344,2.4814239507898335,10.0
1.2314010529161994,-0.04399488348241301,-0.034279279940034504,-0.01014138573527729,0.5815738535622215,0.044893294001448716,-0.17116143975102954,-0.15894030315041233,0.05555541469753962,-0.5521644368407785,-2.9668795133854347,-6.644149791162667,7.64398289684697,10.0,-5.541035959140344,2.4814239507898335,10.0,0.503185510635376,0.3368242084980011,0.20154277980327606,-0.3860560655593872,0.12450525909662247,-0.38034892082214355,1.2270356729419454,-0.06397703695456933,-0.07592011799889105,0.039539718168749766,0.7636612986613206,0.001572786239904464,-0.14428508126666062,-0.08984452760187533,0.03680840169966383,-0.5282343700286276,-1.9132965005882796,-3.226905292246641,3.956774737507181,10.0,-5.081838159805198,4.188039351886864,6.635349409354779
